0	ling4	ling2	zero
1	jat1	yi1	one
2	ji6	er4	two
3	saam1	san1	three
4	sei3	si4	four
5	ng5	wu3	five
6	luk6	liu4	six
7	cat1	qi1	seven
8	baat3	ba1	eight
9	gau2	jiu3	nine
