个	個	个	箇
年	年	秊
当	噹	當	当
计	計
长	長
仆	僕	仆
碌	碌	磟
杰	傑	杰
还	還
头	頭
来	來
系	係	繫	系
国	國
丑	丑	醜
对	對
巴	巴	峇
仙	仙	僊
钟	鍾	鐘	钟
饼	餅
啖	噉	啖	啗
亿	億
复	複	復	覆
分	分	份
钱	錢
动	動
静	靜
千	千	韆
价	價
烟	菸	煙	烟
讲	講
晒	曬	晒
向	向	嚮	曏
糖	糖	餹
云	云	雲
饭	飯	饭
回	回	迴	逥
团	團	糰
场	場	塲
欢	歡	懽	讙	驩
间	間	閒
夜	夜	亱
夫	夫	伕
恩	恩	㤙
风	風
制	製	制
关	關
往	往	徃
浅	淺
马	馬
职	職
定	定	訂
会	會
家	家	傢
细	細
将	將
成	成	晟
万	萬	万
时	時	旹	时
局	局	侷
岩	岩	巖	嵒	巗
帆	帆	㠶	颿
顺	順
级	級
两	兩	両
射	射	䠶
张	張
深	深	㴱
德	德	悳	惪
念	念	唸
脚	腳
担	擔
样	樣	样
蛇	蛇	虵
咬	咬	齩
书	書
朵	朵	朶
鲜	鮮	尟	尠	鱻
花	花	芲	蘤
插	插	揷
粪	糞
黄	黃	黄
条	條
数	數
气	氣
伙	伙	夥
乐	樂
楼	樓
凤	鳳
养	養	养
档	檔
过	過
伤	傷
了	瞭	了
壳	殼
泪	淚
春	春	旾
秋	鞦	秋	秌
决	決
胜	勝
负	負
沉	沉	沈
踩	踩	跴
泻	瀉
里	里	裡	裏
糯	糯	稬	穤
虱	蝨	虱
匹	疋	匹
布	佈	布
龙	龍
门	門
发	髮	發	髪
盘	盤	槃
众	眾	衆
碗	碗	㼝	椀	盌
斋	齋	亝
砖	磚	塼	甎
豆	豆	荳
升	陞	昇	升
端	端	耑
船	船	舩
笔	筆
双	雙
雕	雕	鵰	彫
箸	箸	筯
夹	夾	挾	裌
统	統
经	經
群	群	羣
脉	脈	䘑	衇
传	傳
致	致	緻
举	舉	擧
旧	舊
草	草	艸
处	處
蟹	蟹	蠏
表	錶	表
才	才	纔
见	見	见
览	覽
以	以	㕥	㠯
惊	驚
梦	夢
操	操	撡
债	債
蚁	蟻
松	松	鬆
轮	輪
辘	轆
边	邊
镬	鑊
阵	陣
只	隻	只	祇	秖	衹
鞋	鞋	鞵
鸡	雞
鸣	鳴
面	面	麵	麪
项	項
颈	頸
额	額	頟
飞	飛
冲	衝	沖
钧	鈞
点	點	点
齐	齊
游	遊	游
出	齣	出
乱	亂
姊	姊	姉
彩	綵	彩
欲	欲	慾
折	摺	折
扣	扣	釦
纵	縱
离	離	离
号	號
诗	詩
穷	窮
绝	絕	絶
弦	絃	弦
琴	琴	琹
颠	顛
T	Ｔ	T
识	識
势	勢
妇	婦	媍
节	節
颜	顏	顔
红	紅
合	合	閤
板	板	闆
莲	蓮
钉	釘
几	几	幾
拨	撥
栋	棟
博	博	愽
馆	館	舘
岁	歲	嵗
线	線	綫	线
维	維
电	電
缄	緘	椷
凳	凳	櫈
铁	鐵
华	華
尺	尺	呎
测	測
带	帶
鸟	鳥
礼	禮
无	無
岸	岸	㟁
终	終
达	達
昼	晝
机	機
滩	灘
汤	湯
画	畫	劃
组	組
织	織
装	裝
窑	窯	窰
货	貨
策	策	筞	筴
网	網
联	聯
脑	腦	脑
台	枱	台	颱	臺	檯
蜡	蠟
车	車	车
铺	鋪	舖
链	鏈
颚	顎
农	農	辳
乘	乘	椉
咽	咽	嚥
轻	輕
怀	懷
栏	欄
环	環
村	村	邨
贱	賤
评	評
仅	僅
声	聲
厌	厭
详	詳
议	議
象	像	象
同	衕	同	仝
单	單	单
驾	駕
驶	駛
幸	幸	倖
是	是	昰
恶	惡	噁
问	問	问
题	題	题
舍	捨	舍
搂	摟
映	映	暎
晓	曉
济	濟
为	為	爲
斗	斗	鬥	鬭	鬦	鬪
话	話	话	諙
后	後	后
留	留	㽞	畱
笑	笑	咲
谓	謂
觉	覺
紧	緊
孙	孫
肯	肯	肎
于	於	于
说	說	説
凭	憑	凴
绩	績
侄	姪	侄	妷
态	態
窗	窗	牎	牕	窓	窻
历	歷	曆	厤	歴
杯	盃	杯	桮
语	語
遗	遺
产	產
银	銀
纪	紀
战	戰
贸	貿
丢	丟
假	假	叚
卒	卒	䘚
疏	疏	疎
妈	媽
并	併	並	竝
蒂	蒂	蔕
层	層
总	總
记	記	時
党	黨
员	員
务	務
图	圖
陆	陸
学	學
络	絡
审	審
查	查	査
棋	棋	碁	棊
坑	坑	阬
师	師
考	考	攷
内	內
广	廣	广
码	碼
耕	耕	畊
和	和	咊	龢
席	席	蓆
徽	徽	幑
别	彆	別
区	區
褛	褸
资	資
宿	宿	㝛
际	際
医	醫
药	藥	葯
厦	廈
频	頻
修	修	脩
墙	牆	墻
军	軍
权	權
帅	帥
义	義
因	因	囙
标	標
谋	謀
办	辦
园	園
乃	乃	廼	迺
余	余	餘
照	照	炤
扬	揚	敭
暖	暖	㬉	煖	煗
陈	陳
猪	豬	猪
东	東
滞	滯
谁	誰
野	野	埜	壄
归	歸
歌	歌	謌
连	連
宫	宮
输	輸
法	法	㳒	灋
曲	曲	麴	麯
弯	彎
鱼	魚
针	針	鍼
岛	島	㠀
寨	寨	砦
湾	灣
儿	兒
灵	靈
与	與
鸽	鴿
齿	齒
